t,user,final_status,edge_id,delay
65,12,edge,9,82.59337757559227
65,41,edge,4,32.15563671636205
65,20,edge,11,32.60788136138171
65,52,edge,0,76.8196022754954
65,50,edge,17,116.58754419821607
65,45,edge,0,79.57084947161411
65,48,edge,13,27.471476180986055
65,23,edge,6,36.06633582135942
65,65,edge,18,26.618467606710883
65,47,edge,19,35.33103845180398
65,55,edge,14,75.29677461575832
65,18,edge,18,16.72779831458395
65,22,edge,11,55.62490489814114
65,49,edge,16,100.97009757158409
65,49,edge,16,27.617028038280584
65,33,edge,15,44.17121372141932
66,40,edge,12,26.05920787118871
66,57,edge,9,44.419624661068134
66,6,edge,13,29.620934248355887
66,2,edge,2,37.82909095176188
66,40,edge,5,58.41201794616766
66,76,edge,9,90.58495243340334
66,35,edge,4,16.83389142592194
66,37,edge,7,123.94646270140572
66,47,edge,12,108.85152115221288
66,70,edge,17,43.01948068752867
66,14,edge,9,94.71978111994197
66,72,edge,15,83.0790044633782
66,7,edge,15,16.957391513086208
66,56,edge,11,86.66903975709926
66,17,edge,2,58.00462014551784
66,76,edge,9,63.992675858026765
66,45,edge,0,78.38585548928276
66,62,edge,0,18.853164147215672
66,75,edge,7,60.94496706251485
66,47,edge,19,59.68697708814074
66,41,edge,4,40.4729850861033
66,69,edge,9,140.11083453340498
66,18,edge,17,39.45412446137381
66,24,edge,12,99.58213781842444
66,28,edge,12,47.42487847476576
66,67,edge,3,163.96486258643066
66,58,edge,2,72.96886968802306
66,12,edge,6,61.69665242133798
66,67,edge,4,32.089545974887635
66,53,edge,11,169.533073711771
66,77,edge,14,33.49735492571955
66,41,edge,15,96.02715965117322
66,4,edge,8,234.1222957419667
67,77,edge,2,25.949328946737165
67,18,edge,18,16.866090209446178
67,68,edge,11,105.91390006060811
67,64,edge,15,27.921948751856768
67,17,edge,0,45.59861964369143
67,1,edge,13,77.22683933477761
67,52,edge,8,39.47684805474579
67,25,edge,6,104.20740072425633
67,8,edge,12,39.16940750932806
67,13,edge,19,31.282744656036805
67,60,edge,17,70.02450043163977
67,19,edge,14,78.13253755242144
67,28,edge,13,39.56722746602725
67,22,edge,18,59.009090946751954
67,37,edge,7,113.31416631317767
67,47,edge,7,50.80083056448999
67,22,edge,18,45.02216282211703
67,53,edge,9,93.89003545649985
67,25,edge,9,30.80452649605323
67,18,edge,18,27.096019902929687
67,38,edge,16,30.173825485766873
67,29,edge,19,147.17898531476857
68,26,edge,0,20.497693154242107
68,6,edge,7,87.44740872969881
68,10,edge,2,28.305167926999157
68,38,edge,4,46.00358415473721
68,30,edge,4,16.30813134857475
68,28,edge,13,44.58335796944226
68,26,edge,0,27.109783593360227
68,79,edge,9,113.93907917368219
68,25,edge,6,55.90785642014631
68,30,edge,3,144.25939723568015
68,7,edge,6,88.77148199337478
68,78,edge,7,64.46826044815785
68,53,edge,17,59.82648222808947
68,52,edge,8,25.64062834204473
68,8,edge,6,31.652507941465263
68,71,edge,4,73.5736402854367
68,18,edge,18,41.543297047066154
68,30,edge,4,39.83715263505601
68,67,edge,3,109.35722631935406
68,40,edge,13,38.790384933935876
68,6,edge,15,99.6834542441437
68,0,edge,6,12.96930431934772
68,69,edge,4,76.5251536950053
68,35,edge,4,21.679022874323806
69,19,edge,0,33.30623004184121
69,64,edge,9,149.29649109985908
69,53,edge,11,48.664829039798164
69,68,edge,11,41.47971046441856
69,66,edge,13,69.73433552438826
69,58,edge,8,107.99546106961263
69,69,edge,6,45.622373628464814
69,79,edge,8,105.81124182713941
69,4,edge,14,21.66602045918302
69,15,edge,5,31.58564655470816
69,40,edge,12,25.7902008075431
69,42,edge,15,86.3995130612412
69,45,edge,8,27.99230891264796
69,6,edge,16,76.66521638091766
69,38,edge,4,49.378619767324544
69,61,edge,19,31.03763218336526
69,57,edge,15,46.83591343255485
69,25,edge,7,106.40317560431772
69,9,edge,17,47.776276607612786
69,70,edge,11,43.00871702064186
69,13,edge,19,56.43832826984609
69,24,edge,7,31.867114891254623
69,14,edge,9,75.44438476135186
69,7,edge,15,32.31610611035277
69,4,edge,2,36.63113535671056
69,36,edge,7,135.8218433930434
69,76,edge,9,113.67856379019163
70,61,edge,13,48.40874381001251
70,16,edge,7,74.05873320253252
70,8,edge,6,59.45248256558681
70,16,edge,19,28.363946098550457
70,38,edge,1,47.157164775016454
70,70,edge,18,114.3205605966086
70,38,edge,1,13.444833502176916
70,55,edge,0,58.41885797134414
70,7,edge,9,122.19095118763703
70,20,edge,18,63.593853106574066
70,23,edge,9,61.07830050287383
70,41,edge,4,24.159671548613456
70,44,edge,9,62.911315383308136
70,73,edge,17,28.220522448939164
70,21,edge,7,27.160265753669236
70,59,edge,0,137.3357586119921
70,20,edge,8,203.07641951936466
70,9,edge,18,32.78210568794706
70,26,edge,0,13.798643495762706
70,21,edge,7,32.86150660872963
70,27,edge,9,65.85709922244253
70,58,edge,14,46.53650269876366
70,36,edge,7,103.84852664676188
70,34,edge,9,36.60457270842867
70,12,edge,6,79.91828068975191
70,58,edge,0,137.91004137304378
70,78,edge,7,66.82430105123315
70,38,edge,3,46.15437121218863
70,24,edge,5,33.18772939260957
70,32,edge,18,27.55413639390533
70,5,edge,11,136.01550184841878
70,55,edge,0,60.68119850466508
70,72,edge,9,83.89760014587922
70,56,edge,4,214.6092553104198
70,43,edge,12,38.17818458124634
71,75,edge,7,37.445017414922305
71,43,edge,19,39.87026295896803
71,30,edge,4,47.245691922852245
71,23,edge,6,22.14765285764442
71,43,edge,12,50.219754473845974
71,56,edge,15,231.0239901403755
71,26,edge,8,32.58218968254136
71,11,edge,9,56.42773755196724
71,42,edge,15,91.25407268375345
71,54,edge,6,170.91311416830868
71,59,edge,2,85.51119490182026
71,65,edge,18,36.49504524910153
71,14,edge,9,43.87109220457938
71,67,edge,4,47.29413523649347
71,46,edge,11,88.58490352962403
71,18,edge,18,14.460373512572321
71,71,edge,15,141.14379039765717
71,75,edge,7,62.280173472351215
71,22,edge,17,30.509724039884844
71,19,edge,14,33.551868109171515
71,70,edge,18,115.86744616125273
71,31,edge,0,60.41143774372847
72,47,edge,19,83.3042002024886
72,76,edge,9,29.95355916821949
72,0,edge,13,42.742771012324155
72,47,edge,19,35.6640042356312
72,42,edge,4,153.40985371102022
72,41,edge,4,32.173364409665226
72,59,edge,14,64.60482824666651
72,12,edge,9,58.30099127791002
72,10,edge,0,152.79040183399178
72,4,edge,14,56.68253290764388
72,7,edge,9,128.72712857207017
72,1,edge,7,59.14413235816857
72,66,edge,3,33.65084165245697
72,26,edge,8,79.86389571091063
72,38,edge,15,38.19459549450674
72,39,edge,8,26.66448741775477
72,25,edge,9,44.364985651600456
72,38,edge,16,61.57861805279912
72,36,edge,14,70.28011127584635
72,59,edge,14,119.03830024197943
72,27,edge,6,85.16076043539209
72,23,edge,15,42.61776181624337
72,63,edge,4,37.684668705605446
72,20,edge,11,36.767995132182605
72,62,edge,8,79.17502578733634
73,38,edge,13,28.29799134108386
73,16,edge,12,26.24243566946809
73,59,edge,2,63.89864464148177
73,6,edge,13,46.83267967646606
73,24,edge,7,48.99601867607064
73,64,edge,4,35.191834000246
73,68,edge,17,35.74294347346915
73,66,edge,13,36.7223883748734
73,31,edge,0,59.99130227701109
73,44,edge,11,51.422838838231584
73,24,edge,5,15.605918048767924
73,68,edge,17,103.46594286352
73,56,edge,15,200.4442584983782
73,43,edge,12,40.833595112114416
73,21,edge,7,36.357062835641116
73,11,edge,18,56.648234884675425
73,27,edge,6,131.92919526971104
73,79,edge,2,90.15948750903662
73,76,edge,9,44.88915625961899
73,54,edge,7,30.310211473909256
74,32,edge,18,70.38403278998959
74,18,edge,18,44.633646000594545
74,25,edge,9,99.94136869958446
74,30,edge,4,14.806893953246322
74,38,edge,10,46.37619778347634
74,9,edge,18,45.751982107578534
74,55,edge,0,66.17309381277325
74,24,edge,7,17.6268288308495
74,68,edge,11,117.32774168729455
74,60,edge,11,23.360919741584105
74,6,edge,13,23.293286359762348
74,52,edge,8,32.67266677044014
74,73,edge,17,38.470516806609695
74,18,edge,18,40.178298152714355
74,61,edge,6,54.93898901062486
74,16,edge,7,36.066105300540706
74,30,edge,15,85.93374374417854
74,43,edge,13,85.38081683491683
74,66,edge,3,62.20628099320687
74,37,edge,7,57.706347569145834
74,55,edge,0,40.651761252605155
74,18,edge,18,31.58666793399773
74,7,edge,6,95.54131355957087
75,11,edge,8,18.544694017082133
75,24,edge,5,20.971767421672904
75,7,edge,16,36.08754158250442
75,73,edge,11,36.181990597414
75,69,edge,9,133.3653439774696
75,4,edge,2,35.04135057437342
75,11,edge,8,36.24703298941552
75,23,edge,6,46.09545034656419
75,58,edge,8,43.479353566799084
75,24,edge,5,26.497672776825716
75,16,edge,19,23.57950923470823
75,32,edge,18,55.09315438231598
75,25,edge,15,95.88338420463771
75,16,edge,12,36.83042014750069
75,38,edge,1,37.13881319680146
75,68,edge,18,97.4278161164587
75,22,edge,17,16.43459647802125
75,63,edge,15,35.604875066672484
75,18,edge,18,46.78959487135448
75,66,edge,13,23.467807364631806
75,28,edge,19,43.22757487075598
75,24,edge,7,29.10862211253269
75,72,edge,9,120.76138572415257
75,69,edge,15,17.775210459488417
75,60,edge,11,37.37442033566676
75,73,edge,18,44.51784243688321
75,61,edge,12,31.769952872617488
75,43,edge,7,38.87465680483644
76,56,edge,15,183.96313620541667
76,72,edge,9,140.67683525506823
76,71,edge,4,51.990418841791275
76,28,edge,16,138.75656717857197
76,47,edge,7,22.48980119887632
76,60,edge,17,66.78943404621769
76,67,edge,4,69.60312798301909
76,18,edge,18,22.185740742127603
76,62,edge,0,13.12107984038044
76,61,edge,13,51.635358771995605
76,0,edge,6,26.2296417255208
76,39,edge,0,37.89802273991468
76,66,edge,3,70.28032049922687
76,64,edge,4,52.015797082568135
76,15,edge,5,21.21146908582904
76,61,edge,13,22.461368710185646
76,78,edge,7,77.88391119390083
76,68,edge,17,98.2504022650017
76,31,edge,0,51.473590236250736
76,37,edge,2,142.73737349564206
76,47,edge,19,32.89690992685015
76,50,edge,9,37.150371299700254
76,29,edge,16,41.677275400750744
76,51,edge,2,73.34130622064703
77,58,edge,14,35.457756948787114
77,4,edge,14,54.53135091114548
77,30,edge,4,24.288140935067304
77,42,edge,11,217.52877003209056
77,30,edge,4,36.833746056845584
77,42,edge,11,198.42607049732203
77,43,edge,13,66.73779290324315
77,19,edge,0,51.75337707034571
77,50,edge,9,61.03675593736016
77,9,edge,18,14.08939351022009
77,68,edge,11,37.38741254401514
77,5,edge,8,61.58938566588155
77,8,edge,6,47.900376869421116
77,19,edge,0,48.07003048966529
77,50,edge,9,61.03713975937492
77,70,edge,11,41.40194736695111
77,25,edge,9,55.15858678590894
77,16,edge,12,16.519829408069317
77,7,edge,10,64.44757809328286
77,32,edge,18,43.05449390786207
77,52,edge,0,68.7253313016294
77,11,edge,17,134.4229269021598
77,6,edge,12,50.71040620848394
77,20,edge,11,41.662999703714014
77,78,edge,9,106.78860995370258
77,19,edge,0,61.932130732296336
77,74,edge,19,86.07543538013618
77,41,edge,15,37.399671975097945
77,47,edge,7,22.246042366964236
78,46,edge,18,82.6388002949212
78,44,edge,9,211.57323622308823
78,34,edge,9,30.22022691481069
78,37,edge,5,103.56615685951476
78,63,edge,4,57.034109594577004
78,59,edge,14,65.37756704582766
78,45,edge,8,56.25417527389201
78,30,edge,3,107.70918121610406
78,57,edge,9,30.06417680816596
78,32,edge,17,96.2593215757541
78,6,edge,13,32.017230108337834
78,14,edge,9,29.170277985755153
78,44,edge,4,151.5794629409163
78,29,edge,13,51.768184382782664
78,47,edge,7,60.05379986189957
78,19,edge,14,25.33237095582572
78,27,edge,9,130.36724246924874
78,27,edge,9,103.25459131784898
78,38,edge,16,21.26971016397419
78,31,edge,0,24.41298827013781
78,37,edge,5,37.81411947140761
78,27,edge,6,141.7956307771802
78,26,edge,8,103.42405152251374
79,20,edge,11,35.7613849576156
79,5,edge,9,61.85712139559276
79,47,edge,19,36.03947987714094
79,44,edge,15,179.18487205568715
79,46,edge,11,27.641045259026594
79,30,edge,4,55.44693814943533
79,69,edge,6,44.479417866068815
79,68,edge,8,169.42196873655396
79,54,edge,12,74.4618641787424
79,17,edge,2,25.83737894022303
79,31,edge,18,51.95964774421008
79,70,edge,11,86.18978683822708
79,26,edge,8,66.56944817521644
79,2,edge,2,27.545779653540745
79,35,edge,15,65.6362085941434
79,76,edge,9,64.97472198275446
79,77,edge,14,44.98089449696751
79,75,edge,7,73.17476672615824
79,0,edge,13,43.862392605908575
79,16,edge,19,47.6939142249309
80,58,edge,8,135.92239073174846
80,79,edge,5,104.14736103441942
80,11,edge,18,73.34958732592014
80,12,edge,6,46.319354757745685
80,9,edge,8,32.68968054737124
80,5,edge,9,56.457653904637745
80,22,edge,11,44.311001350375705
80,61,edge,12,20.31501643594184
80,17,edge,0,50.98613074260622
80,22,edge,18,92.50413863585511
80,55,edge,0,28.76030416700372
80,0,edge,6,14.663983958447469
80,29,edge,3,89.51471928941864
80,60,edge,11,27.704595455080955
80,79,edge,7,97.48753815089617
80,58,edge,14,35.440948012394955
80,45,edge,8,21.641489684465526
80,27,edge,5,61.94498331350704
80,12,edge,15,38.31344392676411
80,57,edge,8,97.17584220624548
80,69,edge,4,58.105918495799195
80,10,edge,2,84.02145927507424
80,39,edge,0,17.825403573806
80,14,edge,9,108.17060951407612
80,66,edge,16,25.752232279649952
80,21,edge,5,52.968255906157026
80,73,edge,17,48.14728629031544
80,16,edge,19,25.091520285061726
80,19,edge,14,45.529890455733636
80,6,edge,13,20.697391937527033
80,24,edge,7,35.2140886392629
80,79,edge,9,67.60006529924041
80,48,edge,16,47.00558329279884
80,65,edge,0,32.2825846401088
80,43,edge,12,32.53210554563553
80,63,edge,15,62.99584186600368
80,72,edge,9,96.83831529961365
80,41,edge,15,62.35190761223744
81,42,edge,9,55.01547918070835
81,48,edge,1,32.85472780583886
81,13,edge,19,57.3982701380245
81,67,edge,4,70.7174468713005
81,49,edge,3,33.01764336780343
81,50,edge,8,54.14800957478782
81,57,edge,6,88.39951091135097
81,75,edge,7,98.22557803961935
81,24,edge,7,18.045214194666492
81,29,edge,16,22.735813913986725
81,5,edge,17,66.33450812219313
81,68,edge,11,91.01731705838785
81,5,edge,8,89.85570201108673
81,18,edge,18,40.003608990465736
81,14,edge,9,29.667286206943274
81,11,edge,8,49.87469883293733
81,7,edge,6,28.219398973947037
81,63,edge,4,54.85913298656592
81,76,edge,9,91.10776413361926
81,8,edge,12,98.06558247962089
81,27,edge,8,194.51690206144175
81,55,edge,0,60.73142179362366
81,35,edge,15,76.0206067976878
81,49,edge,3,27.860345340556464
81,66,edge,6,115.013663648887
81,1,edge,5,41.428296759721114
81,66,edge,3,26.647380588921514
81,6,edge,12,38.32276874275367
81,39,edge,0,33.636866667222655
82,36,edge,2,126.81508104665951
82,38,edge,4,67.58553620917779
82,21,edge,19,98.91691131123507
82,38,edge,16,15.821493125349212
82,62,edge,8,83.04640358884181
82,24,edge,5,38.67463637452794
82,24,edge,5,33.22597421323602
82,70,edge,17,40.36044107805697
82,26,edge,8,58.394804691342294
82,17,edge,14,50.42240849980746
82,28,edge,12,40.97679809081225
82,69,edge,9,48.61135305555718
82,36,edge,8,114.99123392815387
82,17,edge,0,66.0085772139889
82,45,edge,9,97.68035214382282
82,66,edge,13,31.1533206649925
82,16,edge,19,47.86705481001566
82,72,edge,9,61.92342876448003
82,35,edge,4,38.06066241812034
82,22,edge,17,39.393739495268484
82,66,edge,13,26.606156793179853
82,75,edge,7,71.00220750958458
82,25,edge,9,48.236932395464365
83,52,edge,0,83.19168813038978
83,2,edge,2,62.119634636679436
83,17,edge,0,39.22150843677789
83,45,edge,9,60.29774851716345
83,55,edge,14,67.37572405129342
83,42,edge,9,153.24032596428643
83,13,edge,19,46.480912706031
83,31,edge,18,34.95860735444434
83,10,edge,2,28.032664233660945
83,75,edge,7,93.26871623259757
83,13,edge,19,40.83226262690828
83,17,edge,14,42.24836295006185
83,13,edge,19,36.72704672154591
83,20,edge,11,48.53539427949049
83,12,edge,9,81.47654791331831
83,76,edge,8,129.48887054036743
83,9,edge,18,44.704041882754204
83,2,edge,14,68.82063556329244
83,9,edge,18,40.12939871200148
83,64,edge,4,57.06765983022298
84,51,edge,9,66.89850453276452
84,52,edge,18,89.06651092012966
84,10,edge,2,23.59222446109997
84,29,edge,13,43.63810565144758
84,71,edge,4,150.39583593420437
84,8,edge,5,40.83319232312832
84,20,edge,11,59.60418794344498
84,0,edge,9,123.77524108056156
84,61,edge,19,33.349743885964756
84,42,edge,15,89.9365273631627
84,57,edge,9,21.352139979941548
84,35,edge,4,50.895836219715854
84,64,edge,3,176.46475780039594
84,40,edge,13,58.99652393034441
84,12,edge,15,50.756815888066484
84,67,edge,4,82.58766273238984
84,45,edge,8,61.569332136141405
84,16,edge,12,33.04873967713472
84,39,edge,0,44.90929551191902
84,33,edge,15,40.51024174366153
84,76,edge,8,40.97980197709691
84,77,edge,14,46.99731145867994
84,12,edge,15,25.37192907690201
84,22,edge,11,66.97071296001762
85,52,edge,0,35.852762461226725
85,28,edge,12,21.18927914329324
85,39,edge,0,14.527421858694433
85,5,edge,17,67.13735611735355
85,68,edge,11,73.66876960732539
85,45,edge,8,27.341545326779364
85,32,edge,17,100.87324730248439
85,17,edge,14,60.19369350329219
85,6,edge,6,27.824650371034384
85,24,edge,7,15.449754976882073
85,6,edge,13,39.32779007644464
85,9,edge,18,43.384065796992836
85,78,edge,9,76.60830492374721
85,54,edge,19,176.21370202914122
85,64,edge,4,51.24860911585659
85,39,edge,8,54.85897769430894
85,39,edge,8,39.439981047987956
85,46,edge,17,64.66210590521737
86,8,edge,6,54.56225192159911
86,49,edge,3,15.001940791808472
86,41,edge,4,30.725103319740867
86,39,edge,8,41.377786443017705
86,69,edge,9,136.05937587155856
86,49,edge,3,43.24359593876326
86,47,edge,19,54.408475246443174
86,75,edge,2,128.08719415088592
86,51,edge,8,114.17323689026455
86,64,edge,4,21.098557381529357
86,16,edge,12,19.413383098571998
86,78,edge,9,147.14685771151383
86,66,edge,3,67.40970695573232
86,7,edge,9,106.73658493490218
86,25,edge,7,146.33066106020408
86,58,edge,14,111.05706582618362
86,1,edge,5,43.78233329465938
86,15,edge,7,79.58959264485081
86,28,edge,19,44.0666436136409
86,76,edge,8,57.97110174920422
87,58,edge,2,61.219998451238595
87,27,edge,6,83.94794049943347
87,26,edge,18,66.9091082783117
87,2,edge,2,44.66044735794542
87,16,edge,12,46.01269675330944
87,9,edge,18,46.876135460107655
87,25,edge,9,83.04785629173608
87,47,edge,19,46.92126228528265
87,58,edge,14,66.66669790558409
87,0,edge,16,56.15786935262678
87,78,edge,7,109.46386193544726
87,27,edge,9,126.13448777832104
87,4,edge,2,17.441401296282816
87,69,edge,4,44.73201707870263
87,41,edge,4,23.807936515936944
87,59,edge,8,211.88220579899857
87,48,edge,13,97.09476236828915
87,11,edge,8,16.372851033006587
87,79,edge,6,143.43412848506745
87,15,edge,5,65.62986181786508
87,9,edge,18,29.430209332489603
87,3,edge,11,25.279665470437052
87,26,edge,0,43.80699581193861
87,1,edge,13,80.95989943390748
87,8,edge,5,47.87670009859294
87,31,edge,8,45.85383289857709
88,61,edge,12,24.65562254843639
88,54,edge,7,19.88510216285002
88,6,edge,13,32.18702503007931
88,19,edge,2,68.22269697511047
88,69,edge,15,21.551277770671987
88,44,edge,11,178.54917265505503
88,45,edge,8,22.04114032460068
88,2,edge,2,25.414762409232104
88,47,edge,7,42.64509606378942
88,71,edge,4,150.6891849830724
88,26,edge,0,28.40736233588521
88,6,edge,13,51.60166932795255
88,12,edge,9,80.74968912149205
88,28,edge,12,22.69926460404886
88,55,edge,14,85.73165799830655
88,18,edge,18,28.84043719786795
88,20,edge,11,44.66534921308658
88,9,edge,18,19.911575640633238
88,10,edge,2,21.829999265776067
88,40,edge,5,120.13916724452883
89,6,edge,15,111.17333454586068
89,44,edge,11,167.90480885172906
89,18,edge,18,33.14836702620331
89,33,edge,15,15.895910728860159
89,72,edge,11,138.3549773047442
89,56,edge,4,199.93681981218512
89,8,edge,6,51.958404394335886
89,48,edge,3,50.31568039684022
89,15,edge,6,105.05707630717208
89,69,edge,15,24.864231745685622
89,42,edge,8,265.55891637165996
89,69,edge,1,76.14329912738218
89,74,edge,13,34.15611245417375
89,15,edge,5,35.13953947955902
89,48,edge,1,35.12065995558432
89,67,edge,4,23.682950470898707
89,0,edge,6,25.854816375329147
89,11,edge,8,17.886068522861596
89,27,edge,6,66.61277596345403
89,17,edge,14,39.178246129772326
89,40,edge,12,48.234508479108044
89,71,edge,4,119.39083314481101
89,69,edge,15,27.418755141025365
90,55,edge,8,50.29041246440682
90,13,edge,12,64.82983452939915
90,0,edge,16,55.30496545236973
90,27,edge,9,82.95666658683699
90,42,edge,15,122.20203990210514
90,77,edge,2,49.86165279182439
90,52,edge,8,61.06668091296612
90,78,edge,7,62.496813240639945
90,32,edge,17,81.87080586117348
90,22,edge,11,61.76111144363438
90,28,edge,19,15.100242887918533
90,51,edge,0,125.75475789131531
90,53,edge,15,120.72312150190882
90,18,edge,18,30.208189194137038
90,23,edge,6,57.19646347398678
90,38,edge,3,57.30172375874533
90,51,edge,8,85.35460849189035
90,49,edge,3,15.02987005197355
90,55,edge,0,46.974750904919674
90,45,edge,9,104.78323048710176
90,57,edge,9,35.41900232420662
90,76,edge,7,90.02949539104914
90,60,edge,17,50.27718365455442
90,59,edge,14,37.6681718197001
90,64,edge,4,52.43586968295669
90,60,edge,17,21.713102678494757
90,79,edge,9,83.84168411784765
90,73,edge,18,48.8236421921872
91,12,edge,9,48.02538999717797
91,31,edge,0,56.52913636873967
91,67,edge,4,25.06870873350567
91,78,edge,7,93.03587236215283
91,42,edge,15,63.09466630863091
91,4,edge,14,56.82181916507472
91,57,edge,9,22.76753073492701
91,61,edge,12,55.118260319494226
91,73,edge,11,50.92667822957564
91,3,edge,11,48.423093923978385
91,78,edge,7,101.04073471749479
91,57,edge,9,27.55414097642481
91,17,edge,14,50.05725523149642
91,51,edge,9,147.0244232468116
91,44,edge,17,127.23813598774957
91,9,edge,18,21.824301582212062
91,7,edge,6,82.95258764595168
91,0,edge,5,100.60463225700639
91,36,edge,8,123.62062373382277
91,20,edge,11,45.308154425000325
91,76,edge,9,71.72651844034486
91,23,edge,15,54.247243383404275
91,37,edge,7,84.79162084192184
91,25,edge,6,106.3838401448583
92,30,edge,4,40.5007532545933
92,65,edge,0,60.18966637703667
92,24,edge,7,43.8785886009831
92,1,edge,6,28.454540039955067
92,6,edge,12,36.98595472695865
92,35,edge,4,43.84862720796249
92,20,edge,11,50.43762816216398
92,52,edge,0,56.10123991856879
92,41,edge,3,96.66113506787224
92,33,edge,9,165.98599278553564
92,25,edge,5,116.7110557190727
92,32,edge,18,69.05047522967743
92,79,edge,2,125.32149888218942
92,26,edge,0,31.699521045388003
92,10,edge,2,49.62948847098609
92,1,edge,6,29.092767515547536
92,11,edge,8,25.30480961240699
92,44,edge,11,163.8435119168081
92,7,edge,6,57.93651949375622
92,47,edge,7,31.1624739121425
92,40,edge,13,20.929371987677428
93,39,edge,8,76.8613619718555
93,25,edge,9,54.52094510475645
93,69,edge,15,52.491942871717924
93,67,edge,4,40.37048455298164
93,51,edge,8,72.75725666505659
93,50,edge,9,30.945561796546617
93,23,edge,6,59.53227007019186
93,69,edge,4,98.27068536566046
93,15,edge,7,30.858196404370002
93,72,edge,11,71.49269917010919
93,6,edge,13,27.74173224015946
93,33,edge,4,73.63212417644205
93,54,edge,7,51.14791624011248
93,73,edge,17,26.271031768545043
93,46,edge,9,251.67486667509033
93,16,edge,19,13.101745024856703
93,38,edge,15,46.20088240505514
93,62,edge,8,69.93413644149742
93,73,edge,17,39.34342721086373
93,5,edge,9,86.60598608295142
93,56,edge,15,198.9318371781519
93,47,edge,5,41.05341783550727
93,28,edge,13,36.03985937112163
93,38,edge,10,34.338059739088614
93,5,edge,18,58.704270634368015
93,21,edge,19,49.313284624205814
93,33,edge,1,118.28329811447773
94,20,edge,11,43.513492074658
94,58,edge,2,91.92936747882246
94,58,edge,2,76.07735256728682
94,71,edge,9,83.2272224087113
94,24,edge,5,41.25442087141599
94,2,edge,14,66.65925115499876
94,37,edge,5,126.19048793850374
94,57,edge,9,14.106449104218173
94,48,edge,1,32.52140214718219
94,35,edge,4,51.5017406060778
94,41,edge,3,56.33824414657814
94,57,edge,6,110.40506195657981
94,79,edge,7,88.44877225229949
94,11,edge,18,28.994731836652196
94,31,edge,0,27.46513160642276
94,12,edge,6,62.20400020769568
94,37,edge,7,116.47205370446392
94,7,edge,6,60.38752274505956
94,43,edge,12,42.1193940051238
94,77,edge,2,28.581526273166965
94,55,edge,0,43.23509435145411
94,20,edge,11,29.418063698040655
94,12,edge,9,51.204071811211776
94,11,edge,8,30.430868515822443
94,38,edge,3,78.35474708460873
95,19,edge,2,66.80054074611012
95,47,edge,5,30.740478548301823
95,53,edge,9,95.34591583660851
95,58,edge,8,103.00456952186154
95,57,edge,9,39.95939152538775
95,23,edge,16,40.89897830754499
95,51,edge,8,37.07257049951917
95,9,edge,18,34.311101452446735
95,34,edge,9,56.23342029580947
95,66,edge,13,54.546798428217365
95,41,edge,4,17.454038344173654
95,15,edge,5,68.4252983621709
95,50,edge,8,44.13849814525039
95,65,edge,18,42.38279128350972
95,77,edge,14,21.771179483163017
95,54,edge,6,128.93187694139567
95,6,edge,13,25.498869503041572
95,54,edge,7,38.40431157808288
95,47,edge,19,45.66664322273442
95,50,edge,8,24.07365799727104
95,64,edge,4,27.536015594757988
95,37,edge,2,126.25637168162979
95,65,edge,18,19.55782946528262
96,27,edge,6,118.96331177859007
96,67,edge,10,115.41879313032098
96,57,edge,9,12.57702809596868
96,48,edge,1,46.91938644754324
96,41,edge,4,33.83995911891574
96,54,edge,5,62.44988664613225
96,53,edge,11,80.13709972631918
96,63,edge,4,15.9950455717128
96,69,edge,9,143.69167273013787
96,15,edge,12,141.73550357376158
96,29,edge,1,57.47419077700902
96,56,edge,11,145.19871950264175
96,27,edge,7,33.366959407384904
96,2,edge,14,42.63795220680879
96,25,edge,5,99.63550187777896
96,40,edge,12,34.93735671437078
96,45,edge,0,73.95677131736042
96,68,edge,17,83.80363685539484
96,19,edge,14,76.94732732153179
96,10,edge,9,241.1686275883535
96,0,edge,5,47.484653408288374
96,51,edge,8,97.03734709292803
96,43,edge,19,18.65632419558022
96,18,edge,18,18.230018563908953
96,18,edge,18,34.29169914933583
96,37,edge,7,58.553378756643674
96,24,edge,7,37.100325128892365
96,57,edge,15,160.24943127123504
96,27,edge,7,102.56649729772836
96,75,edge,7,94.97535071125
96,50,edge,9,58.65626781897382
96,72,edge,11,56.2886216062141
96,30,edge,4,22.011836791237744
96,16,edge,12,44.31408902401164
96,15,edge,5,44.75637984703685
97,12,edge,15,50.62870160431083
97,49,edge,1,68.86630077589585
97,73,edge,17,41.89972378185831
97,66,edge,6,32.58437201991865
97,78,edge,7,96.39285706581806
97,30,edge,4,30.533044028747092
97,74,edge,19,84.57405823633852
97,41,edge,15,41.71252734177997
97,2,edge,14,57.37762683109545
97,3,edge,18,69.7557340201789
97,56,edge,18,247.52710101420905
97,10,edge,8,157.4960568231397
97,29,edge,13,39.53721350016414
97,29,edge,13,29.89417917671539
97,22,edge,17,55.881534341014316
97,79,edge,7,136.7203719211523
97,32,edge,18,81.80813281114268
97,33,edge,4,43.48849727026876
97,63,edge,4,19.85228632981168
97,51,edge,8,86.40887858464042
97,70,edge,18,68.80481903379533
97,19,edge,0,27.8825794135254
97,58,edge,9,160.5478677937292
97,24,edge,5,17.300722869666647
97,61,edge,13,64.9909696987917
98,14,edge,9,32.372267392655054
98,29,edge,13,22.050666659384234
98,18,edge,18,40.28434307013906
